Line # ,id_code,fileName,x_localID,x_edhID,x_hispEpID,x_tmID,province,place_name_calc,geo_coords_calc,date_range_start,date_range_start_cert,date_range_end,date_range_end_cert,language,text_markup,text_canonical
1096,1033909,e9cb13c8.xml,HD029480,HD029480,4327,224101,Baetica,Córdoba,37.884683 -4.779171,171,1,230,1,Latin,D(is) M(anibus) s(acrum) | Primige|nius annor|um XXXXXV | pius in su|is s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm primigenivs annorvm xxxxxv pivs in svis sit tibi terra levis
1097,1033913,ea516dcb.xml,HD028253,HD028253,3879,223655,Baetica,Córdoba,37.884683 -4.779171,101,1,200,1,Latin,D(is) M(anibus) s(acrum) | C(aius) Public(ius) provinc(iae) | Baetic(ae) lib(ertus) [---] | [---],dis manibvs sacrvm caivs pvblicivs provinciae baeticae libertvs
1098,1033925,eb522427.xml,HD004862,HD004862,4117,223893,Baetica,Córdoba,37.884683 -4.779171,171,1,230,1,Latin,D(is) M(anibus) s(acrum) | Sempronio Dona|to cui et Lauricio | qui vixit annis XXVII | diebus [---] | pater filio pientissimo | h(ic) s(itus) e(st) s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm sempronio donato cvi et lavricio qvi vixit annis xxvii diebvs pater filio pientissimo hic sitvs est sit tibi terra levis
1099,1033931,eb70362f.xml,HD028328,HD028328,3909,223685,Baetica,Córdoba,37.884683 -4.779171,171,1,230,1,Latin,D(is) M(anibus) s(acrum) | L(ucius) Vibius Polyanthus | IIIIIIvir c(olonorum) c(oloniae) P(atriciae) an(norum) LXXXX | et Fabia Helpis | uxor n(orum) LXX | h(ic) s(iti) s(unt) s(it) v(obis) t(erra) l(evis),dis manibvs sacrvm lvcivs vibivs polyanthvs iiiiiivir colonorvm coloniae patriciae annorvm lxxxx et fabia helpis vxor norvm lxx hic siti svnt sit vobis terra levis
1100,1033933,ebba81cb.xml,HD016183,HD016183,1961,221863,Baetica,Jaén,37.791929 -3.808119,151,1,250,1,Latin,D(is) M(anibus) s(acrum) | [---]ae | A(uli) filiae | Lupercillae | n(um) | XXXXVIII | p(ia) i(n) s(uis) h(ic) s(ita) e(st) s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm ae avli filiae lvpercillae nvm xxxxviii pia in svis hic sita est sit tibi terra levis
1101,1033946,ed7a99be.xml,HD031331,HD031331,3191,222981,Baetica,Estepa,37.291478 -4.878531,171,1,230,1,Latin,D(is) M(anibus) s(acrum) | L(ucius) Dom(itius) Romulus | Ostipp(onensis) sevir | Aug(ustalis) ann(orum) LXXXV | (h)ic s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm lvcivs domitivs romvlvs ostipponensis sevir avgvstalis annorvm lxxxv hic sit tibi terra levis
1102,1033955,ee5c1d62.xml,HD028946,HD028946,4147,223922,Baetica,Córdoba,37.884683 -4.779171,171,1,230,1,Latin,D(is) M(anibus) s(acrum) | Ulpia [---] | n(orum) [---] | p(ia) i(n) s(uis) h(ic) s(ita) e(st) s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm vlpia norvm pia in svis hic sita est sit tibi terra levis
1103,1033956,ee63a714.xml,HD031775,HD031775,3358,223146,Baetica,Osuna,37.246621 -5.099275,171,1,230,1,Latin,D(is) M(anibus) s(acrum) | G(aius) Numisius | Titicus Tispit(anus) | n(rum) XXX pius | in suis h(ic) s(itus) e(st) s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm gaivs nvmisivs titicvs tispitanvs nrvm xxx pivs in svis hic sitvs est sit tibi terra levis
1104,1033965,eef05df8.xml,HD032309,HD032309,3587,223365,Baetica,Baetica,37.88529 -4.77682,201,1,300,1,Latin,D(is) M(anibus) s(acrum) Rutilianus | vixit n(is) XXII | h(ic) s(itus) e(st) s(it) t(ibi) t(erra) l(evis) Lucius | Rutilianus pater | filio pie(n)tis(s)imo,dis manibvs sacrvm rvtilianvs vixit nis xxii hic sitvs est sit tibi terra levis lvcivs rvtilianvs pater filio pientissimo
1105,1033966,ef1b21da.xml,HD029531,HD029531,4345,224119,Baetica,Isla Torrera,37.757033 -5.208250,-30,1,14,1,Latin,Q(uintus)[---]rarius Q(uinti) C(ai) l(ibertus) Dae|sa monumentum fe|cit se vivo sibi heic est | sepultus pontufex sic | nemoris Daesa | Dis Manibus | bonus homo et ego,qvintvsrarivs qvinti cai libertvs daesa monvmentvm fecit se vivo sibi heic est sepvltvs pontvfex nemoris daesa dis manibvs bonvs homo et ego
1106,1033976,ef8e6da6.xml,HD000255,HD000255,4659,224427,Baetica,Peñaflor,37.70729 -5.346426,131,1,170,1,Latin,D(is) M(anibus) s(acrum) | Sergia Rustica | n(orum) LXXXX p(ia) | in suos h(ic) s(ita) e(st) | s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm sergia rvstica norvm lxxxx pia in svos hic sita est sit tibi terra levis
1107,1033984,efdbd635.xml,HD029441,HD029441,4312,224086,Baetica,Córdoba,37.884683 -4.779171,171,1,230,1,Latin,D(is) M(anibus) s(acrum) | Gamus | n(orum) XXV | pius in su|is hi(c) s(itus) | est sit ti|bi terra levis,dis manibvs sacrvm gamvs norvm xxv pivs in svis hic sitvs est sit tibi terra levis
1108,1033992,f074b615.xml,HD031283,HD031283,3174,222964,Baetica,Lora de Estepa,37.268682 -4.827814,171,1,230,1,Latin,(1) D(is) M(anibus) s(acrum) (2) Aemilia M(arci) f(ilia) Proculi|na n(orum) XVI | pia in suis s(it) t(ibi) t(erra) l(evis) | dic(ite) q(ui) l(egitis) s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm aemilia marci filia procvlina norvm xvi pia in svis sit tibi terra levis dicite qvi legitis sit tibi terra levis
1109,1034000,f0f41ece.xml,HD054320,HD054320,,373254,Baetica,Córdoba,37.884683 -4.779171,131,1,170,1,Latin,D(is) M(anibus) s(acrum) | Corneliae | Kalles | uxsoris sic | piisimae,dis manibvs sacrvm corneliae kalles vxsoris piisimae
1110,1034011,f1a92770.xml,HD050663,HD050663,5727,225333,Baetica,Cádiz,36.529278 -6.293121,0,0,0,0,Latin,D(is) M(anibus) s(acrum) | L(ucius) Iulius Phi|linus k(arus) s(uis) | an(norum) XXXIII | h(ic) s(itus) e(st) s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm lvcivs ivlivs philinvs karvs svis annorvm xxxiii hic sitvs est sit tibi terra levis
1111,1034015,f21e6967.xml,HD028724,HD028724,4066,223842,Baetica,Córdoba,37.884683 -4.779171,171,1,230,1,Latin,D(is) M(anibus) s(acrum) | Lucrio | n(orum) XVIII | amantissi|mus domino|rum pius in | omnibus h(ic) s(itus) e(st) s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm lvcrio norvm xviii amantissimvs dominorvm pivs in omnibvs hic sitvs est sit tibi terra levis
1112,1034042,f3e4b306.xml,HD027467,HD027467,3608,223386,Baetica,Del Pino,37.82556 -3.561372,171,1,200,1,Latin,D(is) M(anibus) s(acrum) | Porcia P(ubli) f(ilia) Antistia Materniana | vixit an(nis) LX h(ic) | sita est M(arcus) A|emilius M(arci) f(ilius) Euge|netus uxori be(ne) | merenti s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm porcia pvbli filia antistia materniana vixit annis lx hic sita est marcvs aemilivs marci filivs evgenetvs vxori bene merenti sit tibi terra levis
1113,1034054,f44a3ceb.xml,HD008723,HD008723,3560,223338,Baetica,Cortijo de la Vega,37.686535 -5.336567,151,1,250,1,Latin,D(is) M(anibus) s(acrum) | Successa | n(orum) XXV | pia in suos | h(ic) s(ita) e(st) s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm svccessa norvm xxv pia in svos hic sita est sit tibi terra levis
1114,1034070,f5867c42.xml,HD031478,HD031478,3243,223032,Baetica,Estepa,37.291478 -4.878531,151,1,200,1,Latin,D(is) M(anibus) s(acrum) | [---],dis manibvs sacrvm
1115,1034085,f66d0534.xml,HD028544,HD028544,4004,223780,Baetica,Córdoba,37.884683 -4.779171,171,1,230,1,Latin,D(is) M(anibus) s(acrum) | Aurelius | Celerinianus | vixit annis | XVIIII m(ensibus) VIIII | d(iebus) XVII | fecit mater | pia filio | sit t(erra) l(evis),dis manibvs sacrvm avrelivs celerinianvs vixit annis xviiii mensibvs viiii diebvs xvii fecit mater pia filio sit terra levis
1116,1034088,f6a0ec07.xml,HD030302,HD030302,2506,222407,Baetica,Cañada de los Herradores,37.571723 -4.577118,201,1,300,1,Latin,D(is) M(anibus) s(acrum) | Felix | anima | bona pius | in suis [---] | [---],dis manibvs sacrvm felix anima bona pivs in svis
1117,1034095,f7484995.xml,HD031502,HD031502,3251,223040,Baetica,Aparicio Grande,37.246634 -4.917810,171,1,230,1,Latin,D(is) M(anibus) s(acrum) | Cornelius Restitutus | vixit n(os) n(umero) LXXXXI d(ies) V | pius in suis hic situs e(st) | s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm cornelivs restitvtvs vixit nos nvmero lxxxxi dies v pivs in svis hic sitvs est sit tibi terra levis
1118,1034096,f749b02a.xml,HD032240,HD032240,3556,223334,Baetica,Valbuenas,37.657186 -5.194997,151,1,200,1,Latin,D(is) M(anibus) s(acrum) | P(ublius) Aemilius | Secundus Pa|tric(i)ensis an|norum VL pius | in suos hic sit(us) e(st) | s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm pvblivs aemilivs secvndvs patriciensis annorvm vl pivs in svos hic sitvs est sit tibi terra levis
1119,1034106,f7ea864f.xml,HD027452,HD027452,3603,223381,Baetica,Caniles,37.837430 -3.547724,171,1,230,1,Latin,D(is) M(anibus) s(acrum) | Cornelius | Cn(aei) f(ilius) Cinna | vixit annis | quasi XXX p(ius) | in suis f(aciendum) c(uravit) lo|cum et t(itulum) s(epulturae) f(ilius) eiu|s Firminus,dis manibvs sacrvm cornelivs cnaei filivs cinna vixit annis qvasi xxx pivs in svis faciendvm cvravit locvm et titvlvm sepvltvrae filivs eivs firminvs
1120,1034112,f8b8a76.xml,HD010991,HD010991,4417,224189,Baetica,El Viso,38.48333 -4.95,101,1,200,1,Latin,D(is) M(anibus) s(acrum) | Val(eria) Te|rtiola a|n(orum) XXI | h(ic) s(ita) e(st) s(it) t(ibi) t(erra) | l(evis),dis manibvs sacrvm valeria tertiola anorvm xxi hic sita est sit tibi terra levis
1121,1034129,f9d3139e.xml,HD030740,HD030740,3128,222918,Baetica,Fuentepeones,36.917354 -5.026360,171,1,200,1,Latin,D(is) M(anibus) s(acrum) | [---]dius Luminatius | [---]ule(n)sis n(orum) -XXXV | hic s(itus) e(st) s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm divs lvminativs vlensis norvm xxxv hic sitvs est sit tibi terra levis
1122,1034136,fa406663.xml,HD028553,HD028553,4007,223783,Baetica,Córdoba,37.884683 -4.779171,101,1,230,1,Latin,D(is) M(anibus) s(acrum) | Aurelia | Valeriana | n(orum) LXXII | p(ia) i(n) s(uis) h(ic) s(ita) e(st) | s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm avrelia valeriana norvm lxxii pia in svis hic sita est sit tibi terra levis
1123,1034138,fa518bf4.xml,HD028850,HD028850,,223890,Baetica,Córdoba,37.884683 -4.779171,101,1,150,1,Latin,D(is) M(anibus) s(acrum) | Sa[---] | an(norum) [---] p(i-) i(n) s(uis) | h(ic) s(it-) e(st) s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm sa annorvm pi in svis hic sit est sit tibi terra levis
1124,1034140,fa7c367a.xml,HD030851,HD030851,3152,222942,Baetica,Cortijo de la Rentilla,37.526788 -4.554244,171,1,230,1,Latin,D(is) M(anibus) s(acrum) | Modesta | annorum L pia in suis hic sita est | dicite qui legitis s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm modesta annorvm l pia in svis hic sita est dicite qvi legitis sit tibi terra levis
1125,1034143,faa7bb3d.xml,HD030941,HD030941,2806,222680,Baetica,Moraleda de Zafayona,37.16723 -3.96505,101,1,200,1,Latin,D(is) M(anibus) s(acrum) | L(ucius) Octavius C((?))[---]|nensis n(orum) [---]pius | in suis huic ordo decre|vit funeris impensam [---] | [---],dis manibvs sacrvm lvcivs octavivs cnensis norvm pivs in svis hvic ordo decrevit fvneris impensam
1126,1034149,fb8ce958.xml,HD028940,HD028940,4145,223920,Baetica,Córdoba,37.884683 -4.779171,101,1,200,1,Latin,D(is) M(anibus) s(acrum) | Vibia | Verecun|da n(orum) | XXII | h(ic) s(ita) e(st) s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm vibia verecvnda norvm xxii hic sita est sit tibi terra levis
1127,1034151,fb94ea9.xml,HD010949,HD010949,4404,224177,Baetica,Belalcázar,38.501008 -5.14839,101,1,300,1,Latin,D(is) M(anibus) s(acrum) | Sen((?))pronia | Q(uinti) f(ilia) n((?)) | Bad(ronensis) an(norum) LXI | s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm senpronia qvinti filia n badronensis annorvm lxi sit tibi terra levis
1128,1034155,fbb8763f.xml,HD028457,HD028457,3975,223751,Baetica,Córdoba,37.884683 -4.779171,171,1,230,1,Latin,D(is) M(anibus) s(acrum) | C(aius) Val(erius) Avitus [---] | natione Ta[---] | gemma quod est A[---] | quod tenebr[---] | sic inter [---] | [---],dis manibvs sacrvm caivs valerivs avitvs natione ta gemma qvod est a qvod tenebr inter
1129,1034156,fbbf684.xml,HD030992,HD030992,2976,222767,Baetica,Cortijo del Río,37.015797 -4.359815,171,1,230,1,Latin,D(is) M(anibus) s(acrum) | Q(uintus) Fabius Carpus Ulisitanus | annorum LXXXXII | pius in suis hic | situs est s(it) t(ibi) t(erra) levis,dis manibvs sacrvm qvintvs fabivs carpvs vlisitanvs annorvm lxxxxii pivs in svis hic sitvs est sit tibi terra levis
1130,1034163,fc92590a.xml,HD032003,HD032003,3456,223234,Baetica,Écija,37.540932 -5.079949,201,1,250,1,Latin,D(is) M(anibus) s(acrum) | Sext(us) Fadius | Lamyrus an(norum) | L pius in suis s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm sextvs fadivs lamyrvs annorvm l pivs in svis sit tibi terra levis
1131,1034164,fcd0b93f.xml,HD030869,HD030869,3158,222948,Baetica,La Algaidilla,37.238462 -4.803680,171,1,230,1,Latin,D(is) M(anibus) s(acrum) | P(ubli) Marei Ventipponensi | n(orum) XXVI pius | in suis h(ic) s(itus) e(st) s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm pvbli marei ventipponensi norvm xxvi pivs in svis hic sitvs est sit tibi terra levis
1132,1034167,fcfbbba.xml,HD006579,HD006579,4645,224414,Baetica,Peñaflor,37.70729 -5.346426,0,0,0,0,Latin,D(is) M(anibus) s(acrum) | Atimeti lib(erta) | Fabia Mer|ope anno|rum LXXV | pia in suis | h(ic) s(ita) e(st) s(it) t(ibi) t(erra) l(evis) | si quantum pietas potu|it tantum fortuna | dedisset litteris au|ratis scribere hunc | titulum,dis manibvs sacrvm atimeti liberta fabia merope annorvm lxxv pia in svis hic sita est sit tibi terra levis si qvantvm pietas potvit tantvm fortvna dedisset litteris avratis scribere hvnc titvlvm
1133,1034168,fd2ad3a8.xml,HD045464,HD045464,4609,224379,Baetica,Los Santos de Maimona,38.45 -6.38333,0,0,0,0,Latin,D(is) M(anibus) s(acrum) | Romula | an(norum) XXXX | h(ic) s(ita) e(st) s(it) t(ibi) t(erra) l(evis) | Fabius [---]us contu|berna(li) d(e) s(uo) p(osuit),dis manibvs sacrvm romvla annorvm xxxx hic sita est sit tibi terra levis fabivs vs contvbernali de svo posvit
1134,1034180,fe649805.xml,HD030953,HD030953,946,220923,Baetica,Algarinejo,37.32526 -4.1585,201,1,300,1,Latin,D(is) M(anibus) s(acrum) | Lucius | Iulius Le|v<i=T>s#Le|vis#LEVTS n(m) | ocktogi=CTnta#ocktoginta#OCKTOCTNTA | XXXXXXXX sic,dis manibvs sacrvm lvcivs ivlivs levis nm ocktogictnta xxxxxxxx
1135,1034186,febd1b51.xml,HD046694,HD046694,772,220767,Baetica,Sevilla,37.382668 -5.996293,151,1,200,1,Latin,D(is) M(anibus) s(acrum) | M(arcus) Clodius | Marion n(orum) LXXXX | h(ic) s(itus) e(st) s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm marcvs clodivs marion norvm lxxxx hic sitvs est sit tibi terra levis
1136,1034213,HE1017.xml,1166,,1166,,Baetica,Cantillana,37.382668 -5.996293,0,0,0,0,Latin,D(is) M(anibus) s(acrum) / Felici dispens(atori) / arc(a)e patrimon(ii) / vikari(i) / Primitius Clemens / Parthenius Pamphilus / Fortunatus fecerunt / b(ene) m(erenti) / h(ic) s(itus) e(st) s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm felici dispensatori arcae patrimonii vikarii primitivs clemens parthenivs pamphilvs fortvnatvs fecervnt bene merenti hic sitvs est sit tibi terra levis
1140,1034220,HE1024.xml,1173,,1173,,Baetica,Sevilla,37.382668 -5.996293,0,0,0,0,Latin,D(is) M(anibus) s(acrum) / Aemiliae L(uci) f(iliae) Anulla(e) / post mortem / Aelia Maura mater,dis manibvs sacrvm aemiliae lvci filiae anvllae post mortem aelia mavra mater
1152,1034239,HE1043.xml,1192,,1192,,Baetica,Sevilla,37.382668 -5.996293,0,0,0,0,Latin,D(is) M(anibus) s(acrum) / Q(uintus) Fab(ius) / Melippus / h(ic) s(itus) e(st) s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm qvintvs fabivs melippvs hic sitvs est sit tibi terra levis
1156,1034248,HE1052.xml,1201,,1201,,Baetica,Peñaflor,37.382668 -5.996293,0,0,0,0,Latin,D(is) M(anibus) s(acrum) / Marius / Fortunatus / annis XXXI / h(ic) s(itus) e(st) s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm marivs fortvnatvs annis xxxi hic sitvs est sit tibi terra levis
1158,1034251,HE1055.xml,1204,,1204,,Baetica,Sevilla,37.382668 -5.996293,0,0,0,0,Latin,D(is) M(anibus) s(acrum) / Samnia Germana an(norum) XXXV / h(ic) s(ita) e(s)t / s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm samnia germana annorvm xxxv hic sita est sit tibi terra levis
1159,1034252,HE1056.xml,1205,,1205,,Baetica,Sevilla,37.382668 -5.996293,0,0,0,0,Latin,D(is) M(anibus) s(acrum) / Sergia / [- - -]roe / [ann(orum)] XXVIII / [hi]c sita est / s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm sergia roe annorvm xxviii hic sita est sit tibi terra levis
1160,1034253,HE1057.xml,1206,,1206,,Baetica,Sevilla,37.382668 -5.996293,0,0,0,0,Latin,[D(is)] M(anibus) s(acrum) / Servilia / Melie / an(norum) XXVIIII / h(ic) s(ita) e(st) s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm servilia melie annorvm xxviiii hic sita est sit tibi terra levis
1161,1034254,HE1058.xml,1207,,1207,,Baetica,Sevilla,37.382668 -5.996293,0,0,0,0,Latin,[D(is) M(anibus) s(acrum) / Sev]erus vicsit(!) / [ann]os viginti / [du]os me(n)ses tres,dis manibvs sacrvm severvs vicsit annos viginti dvos menses tres
1162,1034259,HE1063.xml,1212,,1212,,Baetica,Sevilla,37.382668 -5.996293,0,0,0,0,Latin,D(is) M(anibus) s(acrum) / Testia vi/xit ann(os) XIII,dis manibvs sacrvm testia vixit annos xiii
1164,1034261,HE1065.xml,1214,,1214,,Baetica,Villarrasa,37.382668 -5.996293,0,0,0,0,Latin,D(is) M(anibus) s(acrum) / Valer(ius) Laurentinu[s] / annor(um) XXXV / h(ic) s(itus) e(st) s(it) t(ibi) t(erra) l(evis) / Valer(ia) Lychnis mater f(ecit),dis manibvs sacrvm valerivs lavrentinvs annorvm xxxv hic sitvs est sit tibi terra levis valeria lychnis mater fecit
1171,1034285,HE1090.xml,1239,,1239,,Baetica,Castilleja del Campo,37.38627 -6.33443,0,0,0,0,Latin,D(is) M(anibus) s(acrum) / Herennia / Avita / h(ic) s(ita) e(st) s(it) t(ibi) t(erra) / l(evis),dis manibvs sacrvm herennia avita hic sita est sit tibi terra levis
1172,1034288,HE1092.xml,1241,,1241,,Baetica,Campillos,37.04826 -4.86308,0,0,0,0,Latin,D(is) M(anibus) s(acrum) / C(h)ruse(!) / ann(orum) XX / h(ic) s(ita) e(st) s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm chrvse annorvm xx hic sita est sit tibi terra levis
1173,1034296,HE10994.xml,11798,,11798,,Baetica,(Titulus originis incertae Madrid servati),40.42 -3.69,0,0,0,0,Latin,[D(is)] M(anibus) s(acrum) / Publicia / Fortunata / vix(it) ann(os) / XVIIII m(enses) II / pia in suis / h(ic) s(ita) e(st) s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm pvblicia fortvnata vixit annos xviiii menses ii pia in svis hic sita est sit tibi terra levis
1174,1034308,HE1110.xml,1259,,1259,,Baetica,Utrera,37.18516 -5.78093,0,0,0,0,Latin,D(is) M(anibus) s(acrum) / Aem(ilia) Anniola ann(orum) XIIII / men(sium) XI dierum XIII / h(ic) s(ita) e(st) s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm aemilia anniola annorvm xiiii mensivm xi diervm xiii hic sita est sit tibi terra levis
1176,1034311,HE1113.xml,1262,,1262,,Baetica,Jerez de los Caballeros,37.18516 -5.78093,0,0,0,0,Latin,D(is) M(anibus) s(acrum) / Fortuna vixit / ann(is) XVIII diebus XVI / h(ic) s(ita) e(st) s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm fortvna vixit annis xviii diebvs xvi hic sita est sit tibi terra levis
1180,1034331,HE1132.xml,1281,,1281,,Baetica,Jerez de la Frontera,36.68645 -6.13606,0,0,0,0,Latin,[Dis Ma]nib(us) / [- - -]rni / [- - -]MB / [- - -]S ma/[ter du]lcis/[sima et] d[e]si/[deratis]sima / [vix(it) ann(os)] LX / [mens(es)] II / [s(it) t(ibi) t(erra)] l(evis),dis manibvs rni mb s mater dvlcissima et desideratissima vixit annos lx menses ii sit tibi terra levis
1181,1034339,HE1140.xml,1289,,1289,,Baetica,Medina Sidonia,36.45695 -5.92717,0,0,0,0,Latin,D(is) M(anibus) / Ti(beri) Claudi / Q(uinti) f(ilii) Cili ann(orum) / LX,dis manibvs tiberi clavdi qvinti filii cili annorvm lx
1183,1034387,HE1185.xml,1334,,1334,,Baetica,Villamartín,36.750651 -5.812505,0,0,0,0,Latin,D(is) M(anibus) s(acrum) / Calpurnia / Camilla / an(norum) LVIII h(ic) s(ita) e(st),dis manibvs sacrvm calpvrnia camilla annorvm lviii hic sita est
1186,1034395,HE1193.xml,1342,,1342,,Baetica,Arahal,37.264098 -5.54279,0,0,0,0,Latin,D(is) M(anibus) s(acrum) / Q(uintius) Brutus / Basilip(p)ensis / ann(orum) [- - -] / hic situs est / s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm qvintivs brvtvs basilippensis annorvm hic sitvs est sit tibi terra levis
1188,1034398,HE1196.xml,1345,,1345,,Baetica,Arahal,37.264098 -5.54279,0,0,0,0,Latin,D(is) M(anibus) / M(arcus) Ulp(ius) pro[- - - / - - -]IS O[,dis manibvs marcvs vlpivs pro is o
1189,1034399,HE1197.xml,1346,,1346,,Baetica,Carmona,37.264098 -5.54279,0,0,0,0,Latin,[D(is)] M(anibus) s(acrum) / [- - -] Pyramus / [- - -] mens(ium) II / [pius in su]is hic / [situs est] s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm pyramvs mensivm ii pivs in svis hic sitvs est sit tibi terra levis
1191,1034405,HE1203.xml,1352,,1352,,Baetica,Chiclana de la Frontera,37.470305 -5.646469,0,0,0,0,Latin,D(is) M(anibus) s(acrum) / Lucao ser(vo) / annucl<o=I> / [et] m(ensium) VIII / hic s(itus) est,dis manibvs sacrvm lvcao servo annvclo et mensivm viii hic sitvs est
1197,1034425,HE1225.xml,1375,,1375,,Baetica,Cádiz,36.529278 -6.293121,0,0,0,0,Latin,D(is) M(anibus) s(acrum) / B[a]ebia Veneria / [- - -] Peraria / [c(ara) s(uis)] avo dulcis(simo) / ann(orum) XXV / B[a]ebius / Veneriosus / [a]nn(i) I m(ensium) III s(it) v(obis) t(erra) l(evis),dis manibvs sacrvm baebia veneria peraria cara svis avo dvlcissimo annorvm xxv baebivs veneriosvs anni i mensivm iii sit vobis terra levis
1200,1034433,HE1233.xml,1383,,1383,,Baetica,Cádiz,36.529278 -6.293121,0,0,0,0,Latin,D(is) M(anibus) s(acrum) / [A]em(ilius) Saturni/nus an(norum) LXV,dis manibvs sacrvm aemilivs satvrninvs annorvm lxv
1201,1034437,HE1237.xml,1387,,1387,,Baetica,Cádiz,36.529278 -6.293121,0,0,0,0,Latin,D(is) M(anibus) / Aedistus / Maurus puer / an(norum) XXIIII / pius in suis / h(ic) s(itus) e(st),dis manibvs aedistvs mavrvs pver annorvm xxiiii pivs in svis hic sitvs est
1202,1034441,HE1241.xml,1391,,1391,,Baetica,Cádiz,36.529278 -6.293121,0,0,0,0,Latin,D(is) M(anibus) ave / Annia Satu/ria an(norum) XXIIX,dis manibvs ave annia satvria annorvm xxiix
1203,1034448,HE1248.xml,1398,,1398,,Baetica,Cádiz,36.529278 -6.293121,0,0,0,0,Latin,D(is) M(anibus) s(acrum) / Antoni/us Resti/tutus vi/xit an(nos) XII,dis manibvs sacrvm antonivs restitvtvs vixit annos xii
1204,1034457,HE1257.xml,1407,,1407,,Baetica,Cádiz,36.529278 -6.293121,0,0,0,0,Latin,D(is) M(anibus) s(acrum) / Auvo / ann(orum) XII / k(arus!) s(uis) h(ic) s(itus) e(st) s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm avvo annorvm xii karvs svis hic sitvs est sit tibi terra levis
1205,1034477,HE1277.xml,1427,,1427,,Baetica,Cádiz,36.529278 -6.293121,0,0,0,0,Latin,D(is) M(anibus) s(acrum) / Clodius / Lucernio / ann(orum) L / s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm clodivs lvcernio annorvm l sit tibi terra levis
1206,1034485,HE1285.xml,1435,,1435,,Baetica,Cádiz,36.529278 -6.293121,0,0,0,0,Latin,D(is) M(anibus) s(acrum) / Dasumia / Quinta / vix(it) ann(os) / LVII / h(ic) s(ita) e(st) s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm dasvmia qvinta vixit annos lvii hic sita est sit tibi terra levis
1207,1034496,HE1296.xml,1446,,1446,,Baetica,Cádiz,36.529278 -6.293121,0,0,0,0,Latin,D(is) M(anibus) / Felix an/noru(m) XVIII / k(arus!) s(uis) s(it) t(ibi) t(erra) l(evis),dis manibvs felix annorvm xviii karvs svis sit tibi terra levis
1209,1034504,HE1302.xml,1452,,1452,,Baetica,Cádiz,36.529278 -6.293121,0,0,0,0,Latin,D(is) M(anibus) s(acrum) / Granius In/fans annoru(m) / LXI c(arus) s(uis) s(it) t(ibi) t(erra) l(evis) / c(um) b(onis) b(ene) v(ixit),dis manibvs sacrvm granivs infans annorvm lxi carvs svis sit tibi terra levis cvm bonis bene vixit
1210,1034505,HE1303.xml,1453,,1453,,Baetica,Cádiz,36.529278 -6.293121,0,0,0,0,Latin,D(is) M(anibus) s(acrum) / L(ucius) [G]ranius / Laurentinus / ann(orum) XXXXIII / k(arus!) s(uis) h(ic) s(itus) e(st) / s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm lvcivs granivs lavrentinvs annorvm xxxxiii karvs svis hic sitvs est sit tibi terra levis
1211,1034519,HE1317.xml,1467,,1467,,Baetica,Cádiz,36.529278 -6.293121,0,0,0,0,Latin,D(is) M(anibus) s(acrum) / Iunia / Hedia / k(ara!) s(uis) s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm ivnia hedia kara svis sit tibi terra levis
