Line # ,id_code,fileName,x_localID,x_edhID,x_hispEpID,x_tmID,province,place_name_calc,geo_coords_calc,date_range_start,date_range_start_cert,date_range_end,date_range_end_cert,language,text_markup,text_canonical
392,1008364,913bd10a.xml,EDCS-09401478,HD011135,,207671,Aquitania,Bourges,47.082892 2.396579,0,0,0,0,Latin,D(is) M(anibus) mem(oriae) | Asici | Secundiani | an(norum) LXXXX|VII,dis manibvs memoriae asici secvndiani annorvm lxxxxvii
155,1002962,3d91a862.xml,EDCS-09401479,HD011138,,207672,Aquitania,Bourges,47.082892 2.396579,0,0,0,0,Latin,D(is) Ma(nibus) Aunil|la,dis manibvs avnilla
147,1002807,3b0b738a.xml,EDCS-09401480,HD011141,,207673,Aquitania,Bourges,47.082892 2.396579,0,0,0,0,Latin,D(is) M(anibus) | Cantia,dis manibvs cantia
131,1002471,362122f0.xml,HD011144,HD011144,,207674,Aquitania,Bourges,47.082892 2.396579,0,0,0,0,Latin,Dis M(anibus) Dometianus sic (a)n(norum) X[---],dis manibvs dometianvs annorvm x
5804,1136669,9c5c7663.xml,HD011146,HD011146,20234,239197,Lusitania,Badajoz,38.87789 -6.97061,0,0,0,0,Latin,D(is) M(anibus) s(acrum)  | Cretonia Maxima Pap(iria)  | Pacensis an(norum) LXXX h(ic) s(ita) est  | s(it) t(ibi) t(erra) l(evis) P(ublius) Aplanius Marci|anus Pap(iria) Emerite(nsis)  | an(norum) XXXIII h(ic) s(itus) e(st) s(it) t(ibi) t(erra) l(evis)  | mater sibi et f(ilio) f(aciendum) c(uravit),dis manibvs sacrvm cretonia maxima papiria pacensis annorvm lxxx hic sita est sit tibi terra levis pvblivs aplanivs marcianvs papiria emeritensis annorvm xxxiii hic sitvs est sit tibi terra levis mater sibi et filio faciendvm cvravit
157,1003014,3e4c3ef8.xml,EDCS-09401482,HD011147,,207675,Aquitania,Bourges,47.082892 2.396579,0,0,0,0,Latin,(1) D(is) M(anibus) (2) Eburni Iul(iani) an(norum) XLV,dis manibvs ebvrni ivliani annorvm xlv
4,1000135,123b52fe.xml,EDCS-09401483,HD011150,,207676,Aquitania,Bourges,47.082892 2.396579,0,0,0,0,Latin,D(is) M(anibus) | Iuli Pequliaris sic,dis manibvs ivli peqvliaris
101,1001972,2eac4c78.xml,HD011153,HD011153,,207677,Aquitania,Bourges,47.082892 2.396579,0,0,0,0,Latin,D(is) M(anibus) | M(arco) Adve(n)tinio | Fruendo M(arcus) Pub(licius(?)) | Adventus mil(es) leg(ionis) XXX U(lpiae) v(ictricis) p(iae) f(idelis) | et Batavinia | Romana pat|res p(ientissimi(?)) fil(io) men|sium XI | f(aciendum) c(uraverunt),dis manibvs marco adventinio frvendo marcvs pvblicivs adventvs miles legionis xxx vlpiae victricis piae fidelis et batavinia romana patres pientissimi filio mensivm xi faciendvm cvravervnt
3253,1091334,EDCS-09401126.xml,EDCS-09401126,HD011154,,209930,Germania Superior,Champdivers,47.009286 5.382332,0,0,0,0,Latin,D(is) M(anibus) Saturnino,dis manibvs satvrnino
321,1006338,72b602.xml,HD011165,HD011165,,207681,Aquitania,Baugy,47.081296 2.727556,0,0,0,0,Latin,Dis Man(ibus) et | m(emoriae) C(aio) Fidi|o [.]C an(norum) LXV,dis manibvs et memoriae caio fidio c annorvm lxv
5811,1136740,a588bbbb.xml,HD011194,HD011194,20246,241593,Lusitania,São Sebastião do Freixo,39.672594 -8.796602,0,0,0,0,Latin,D(is) M(anibus)  | Anav(ae)  | Custi  | an(norum) LII  | Musci|o uxori  | piissim(a)e  | p(onendum) c(uravit),dis manibvs anavae cvsti annorvm lii mvscio vxori piissimae ponendvm cvravit
2920,1080919,7af89f41.xml,HD011196,HD011196,,208904,Germania Inferior,Köln,50.937531 6.960279,0,0,0,0,Latin,D(is) M(anibus) | Tigridis | Secundus | Aug(ustorum) n(ostrorum) disp(ensator) | legat(i) n(ostri),dis manibvs tigridis secvndvs avgvstorvm nostrorvm dispensator legati nostri
5747,1136243,5d623e80.xml,HD011197,HD011197,20247,241591,Lusitania,São Sebastião do Freixo,39.672594 -8.796602,0,0,0,0,Latin,(1) D(is) M(anibus)  (2) Claudiae  | Sosum(a)e  | Emeriten|si [---]CO,dis manibvs clavdiae sosvmae emeritensi co
5796,1136609,9307b0e.xml,HD011200,HD011200,20248,241590,Lusitania,São Sebastião do Freixo,39.672594 -8.796602,0,0,0,0,Latin,D(is) M(anibus)  | Casinae  | Aviti f(iliae) an(norum)  | XVI Tonce|ta mater  | f(aciendum) c(uravit),dis manibvs casinae aviti filiae annorvm xvi tonceta mater faciendvm cvravit
5852,1137047,d47ce077.xml,HD011212,HD011212,22029,241588,Lusitania,São Sebastião do Freixo,39.672594 -8.796602,0,0,0,0,Latin,D(is) M(anibus)  | Naevidiae Q(uinti) f(iliae) Ma|ximae an(norum) XXXIIII  | Avita mater filiae  | pissimae  | f(aciendum) c(uravit),dis manibvs naevidiae qvinti filiae maximae annorvm xxxiiii avita mater filiae pissimae faciendvm cvravit
2915,1080772,594f1c8f.xml,HD011214,HD011214,,208916,Germania Inferior,Köln,50.937531 6.960279,0,0,0,0,Latin,D(is) M(anibus) | T(ito) Flavio Tulli|oni mil(iti) coh(ortis) II | Astorum sing(ulari) | [---],dis manibvs tito flavio tvllioni militi cohortis ii astorvm singvlari
2919,1080888,72ff626a.xml,HD011217,HD011217,,208918,Germania Inferior,Köln,50.937531 6.960279,0,0,0,0,Latin,D(is) M(anibus) | et memoriae | Secundini Amabi|lis mil(itis) coh(ortis) I Fl(aviae) | qui vixit annis XVIIII | mensib(us) X dieb(us) XXV | patres ei f(aciendum) c(uraverunt),dis manibvs et memoriae secvndini amabilis militis cohortis i flaviae qvi vixit annis xviiii mensibvs x diebvs xxv patres ei faciendvm cvravervnt
2928,1081121,a7487d95.xml,HD011220,HD011220,,208920,Germania Inferior,Köln,50.937531 6.960279,0,0,0,0,Latin,D(is) M(anibus) | [---]nius Lenti|[---]nus mil(es) c(ohortis) | [---] frater | fecit,dis manibvs nivs lentinvs miles cohortis frater fecit
1065,1033708,d948c6ae.xml,HD011224,HD011224,6288,225855,Baetica,Cádiz,36.529278 -6.293121,0,0,0,0,Latin,D(is) M(anibus) s(acrum) | Publicius | Navalis | an(norum) XXXXL sic | k(arus) h(ic) e(st) t(ibi) s(it) t(erra) l(evis),dis manibvs sacrvm pvblicivs navalis annorvm xxxxl karvs hic est tibi sit terra levis
778,1031823,455c4289.xml,HD011230,HD011230,3010,222801,Baetica,Antequera,37.017144 -4.5594,151,1,230,1,Latin,D(is) M(anibus) s(acrum) | Licinia Logas | Osquensis n(orum) | XXXV p(ia) i(n) s(uis) h(ic) s(ita) e(st) s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm licinia logas osqvensis norvm xxxv pia in svis hic sita est sit tibi terra levis
2933,1081191,b6e10d82.xml,HD011232,HD011232,,208928,Germania Inferior,Köln,50.937531 6.960279,0,0,0,0,Latin,D(is) M(anibus) | [---]coniugi | [---]i et Ruso | [---] Da[---]ia | [---]O[---]RSA,dis manibvs conivgi i et rvso daia orsa
2937,1081375,dd604e71.xml,HD011235,HD011235,,208930,Germania Inferior,Köln,50.937531 6.960279,0,0,0,0,Latin,D(is) M(anibus) | P(ublio) Ver(anio(?)) Mascellioni | P(ublius) Ver(anius(?)) Vitalis | frater | f(aciendum) c(uravit),dis manibvs pvblio veranio mascellioni pvblivs veranivs vitalis frater faciendvm cvravit
3790,1104051,83d56985.xml,HD011272,HD011272,13907,233240,Hispania Citerior,Vilar de Céltigos,43.03928 -8.87684,0,0,0,0,Latin,D(is)(?) M(anibus) | Appius G|emellus | n(rum) X h(ic) s(itus) est fac(iendum) curavit Saes|sia m(arito) suo | e<t=I>#et#EI f(ilius) Ap(pius) Flacc|us A(ppio(?)) p(atri) c(arissimo) b(ene) m(eren)ti,dis manibvs appivs gemellvs nrvm x hic sitvs est faciendvm cvravit saessia marito svo et filivs appivs flaccvs appio patri carissimo bene merenti
4039,1106393,f71aa9e1.xml,HD011290,HD011290,19267,237713,Hispania Citerior,Cármenes,42.95863 -5.57346,0,0,0,0,Latin,Di(s) Ma(nibus) s(acrum) monimen(tum) | Allae Vi|ancior(um(?)) | Ati(lia(?)) Pro(cula(?)) | an(norum) XX | mam(mae(?)) s(uae) p(osuit),dis manibvs sacrvm monimentvm allae vianciorvm atilia procvla annorvm xx mammae svae posvit
3587,1102240,2662b51a.xml,HD011293,HD011293,6504,226493,Hispania Citerior,León,42.599677 -5.569203,0,0,0,0,Latin,D(is) M(anibus) | Flavio Pisto lib(erto) Archelaui tribu(ni) | l(egionis) VII g(eminae) p(iae) f(elicis) vix(it) a(nnos) XLVIII | p(atrono) o(ptimo) Criste et Mar|cellus [---] posu(erunt),dis manibvs flavio pisto liberto archelavi tribvni legionis vii geminae piae felicis vixit annos xlviii patrono optimo criste et marcellvs posvervnt
3557,1101958,174a7084.xml,HD011299,HD011299,,373656,Hispania Citerior,Hispania Citerior,41.11625 1.25821,0,0,0,0,Latin,D(is) M(anibus) | T(ito) Flavio | Expedito | doctori | sagittar(iorum) | Flavia | Euphrosyne | et | Attica | filiae | patri | b(ene) m(erenti),dis manibvs tito flavio expedito doctori sagittariorvm flavia evphrosyne et attica filiae patri bene merenti
2631,1060593,6ab56b84.xml,HD011326,HD011326,,167307,Britannia,York,53.957702 -1.082286,208,1,211,1,Latin,D(is) M(anibus) Ant(oni) Gargiliani equ(o)  | publ(ico) ex praef(ecto) leg(ionis) VI v(ictricis) an(norum) LVI  | m(ensium) VI Cla(udius) Florentinus  | dec(urio) gener eius,dis manibvs antoni gargiliani eqvo pvblico ex praefecto legionis vi victricis annorvm lvi mensivm vi clavdivs florentinvs decvrio gener eivs
7621,1148292,b304685e.xml,HD011392,HD011392,,213410,Narbonensis,Châteauneuf-Grasse,43.674977 6.975579,0,0,0,0,Latin,D(is) M(anibus)  | [.]Verginius  | Clarus sibi et suis  | viv(us) fec(it),dis manibvs verginivs clarvs sibi et svis vivvs fecit
7430,1147373,92abc5c8.xml,HD011416,HD011416,,213418,Narbonensis,Saint-Polycarpe,43.040974 2.289786,0,0,0,0,Latin,D(is) M(anibus)  | Hediste  | vixit annis XXVII  | m(ensibus) X d(iebus) IIII fecit  | Carpion  | coniugi sanc|tissimae b(ene) m(erenti),dis manibvs hediste vixit annis xxvii mensibvs x diebvs iiii fecit carpion conivgi sanctissimae bene merenti
6876,1144969,40944070.xml,HD011425,HD011425,,213421,Narbonensis,Chusclan,44.149686 4.684303,0,0,0,0,Latin,D(is) M(anibus) T(itus)  | P(- - -) Titus et  | Valeria  | m(ater),dis manibvs titvs p titvs et valeria mater
7833,1149308,d3c93cf1.xml,HD011428,HD011428,,213422,Narbonensis,Uzès,44.010704 4.418989,0,0,0,0,Latin,D(is) M(anibus)  | Sex(ti) Solici  | Senilis,dis manibvs sexti solici senilis
12,1000285,147c73db.xml,EDCS-09700672,HD011449,,207685,Aquitania,Limoges,45.833619 1.261105,0,0,0,0,Latin,D(is) | M(anibus) | Do|nata|e Don|aticn|ae d(e) s(ua) p(ecunia),dis manibvs donatae donaticnae de sva pecvnia
869,1032347,6dffdee0.xml,HD011852,HD011852,2243,222144,Baetica,Cabra,37.474155 -4.425943,101,1,200,1,Latin,(1) Antoniae | M(arci) f(iliae) | Rufinae | Ipsc(ensi) n(orum) XXXX | h(ic) s(ita) e(st) s(it) t(ibi) t(erra) l(evis) (2) s(acrum) D(is) M(anibus) | Antoniae M(arci) f(iliae) | Rufinae,antoniae marci filiae rvfinae ipscensi norvm xxxx hic sita est sit tibi terra levis sacrvm dis manibvs antoniae marci filiae rvfinae
983,1033152,ad044086.xml,HD011855,HD011855,3908,223684,Baetica,Córdoba,37.884683 -4.779171,171,1,230,1,Latin,(1) D(is) M(anibus) s(acrum) | G(aius) Sempron(ius) | Romulus | Mellariensis | sevirum Aug(ustalium) | perpetuus | n(orum) XX[---] | h(ic) s(itus) e(st) s(it) t(ibi) t(erra) l(evis) (2) [---] | [---]SR | [---]iensis S | [---],dis manibvs sacrvm gaivs sempronivs romvlvs mellariensis sevirvm avgvstalivm perpetvvs norvm xx hic sitvs est sit tibi terra levis sr iensis s
3968,1105831,dc3b8df2.xml,HD011912,HD011912,6948,226830,Hispania Citerior,Nogueira,41.772900 -6.815828,0,0,0,0,Latin,D(is) M(anibus) | Qua<d=I>rat|us#Quadrat|us#QUAIRATUS Procu|li an(norum) L,dis manibvs qvadratvs procvli annorvm l
3691,1103152,54686f34.xml,HD011915,HD011915,6949,226831,Hispania Citerior,Nogueira,41.772900 -6.815828,0,0,0,0,Latin,D(is) M(anibus) | Plac|idus Silon|is an(norum) | XXC,dis manibvs placidvs silonis annorvm xxc
3811,1104316,90078c10.xml,HD011918,HD011918,6950,226832,Hispania Citerior,Nogueira,41.772900 -6.815828,0,0,0,0,Latin,(1) D(is) M(anibus) | Flac|co Quin|ti an(norum) | XL (2) D(is) M(anibus) | Alia Mun|tani | an(norum) L,dis manibvs flacco qvinti annorvm xl dis manibvs alia mvntani annorvm l
3657,1102854,453030ed.xml,HD011939,HD011939,15387,234473,Hispania Citerior,Atenor,41.42206 -6.48043,0,0,0,0,Latin,(1) D(is) M(anibus) | Atta | Capitoni | f(ilia) an(norum) | XXV (2) D(is) M(anibus) | Fronto | Capito|nii | X an(norum) sic,dis manibvs atta capitoni filia annorvm xxv dis manibvs fronto capitonii x annorvm
4005,1106165,ebad6bd1.xml,HD011948,HD011948,6953,226835,Hispania Citerior,Cércio,41.47622 -6.30949,0,0,0,0,Latin,(1) D(is) M(anibus) | Nigro | Maro|nis an(norum) | XXCV sic (2) D(is) M(anibus) | Nigrinio | Maro|ni an(norum) | LV,dis manibvs nigro maronis annorvm xxcv dis manibvs nigrinio maroni annorvm lv
3683,1103012,4d3db1a7.xml,HD011957,HD011957,15392,234478,Hispania Citerior,Duas Igrejas,41.47298 -6.3587,0,0,0,0,Latin,D(is) M(anibus) | n(a) | Flavi | an(norum) XL,dis manibvs na flavi annorvm xl
3763,1103854,7972ca3c.xml,HD011963,HD011963,15393,234479,Hispania Citerior,Duas Igrejas,41.47298 -6.3587,0,0,0,0,Latin,D(is) M(anibus) | IRNI | Rebu[---] | [---],dis manibvs irni rebv
3824,1104451,96c9c6e9.xml,HD011966,HD011966,15406,234491,Hispania Citerior,Saldanha,41.41806 -6.55211,0,0,0,0,Latin,D(is) M(anibus) s(acrum) | Corneliae | Flavinae | uxori | fidissimae | annorum XXXV | m(- - -),dis manibvs sacrvm corneliae flavinae vxori fidissimae annorvm xxxv m
3767,1103880,7ac8470f.xml,HD011972,HD011972,15410,234495,Hispania Citerior,Valcerto,41.43448 -6.58489,0,0,0,0,Latin,D(is) M(anibus) | Flavino | Flavi f(ilio) an(norum) XL,dis manibvs flavino flavi filio annorvm xl
3895,1105113,b891f44c.xml,HD011975,HD011975,15407,234492,Hispania Citerior,Saldanha,41.41806 -6.55211,0,0,0,0,Latin,D(is) M(anibus) | Fla(v)us | Flavi|n[---] | [---],dis manibvs flavvs flavin
3939,1105591,d0ddf40a.xml,HD011996,HD011996,15395,234480,Hispania Citerior,Malhadas,41.54129 -6.32447,0,0,0,0,Latin,D(is) M(anibus) s(acrum) | [---],dis manibvs sacrvm
4029,1106337,f451111f.xml,HD012005,HD012005,25852,238924,Hispania Citerior,Duas Igrejas,41.47298 -6.3587,0,0,0,0,Latin,D(is) M(anibus) | Valeri|o Siloni | an(norum) L,dis manibvs valerio siloni annorvm l
3646,1102791,429573f1.xml,HD012008,HD012008,15404,234489,Hispania Citerior,Variz,41.359764 -6.601744,0,0,0,0,Latin,D(is) M(anibus) | Ael(iae) Crispina(e) | fili(a)e pientissima(e) | Terentiae sic Reburrina p(osuit) | an(norum) XX,dis manibvs aeliae crispinae filiae pientissimae terentiae rebvrrina posvit annorvm xx
3745,1103652,6eaf5388.xml,HD012036,HD012036,6578,226545,Hispania Citerior,Berrueces,41.94606 -5.09693,0,0,0,0,Latin,D(is) M(anibus) s(acrum) Accannius,dis manibvs sacrvm accannivs
3738,1103608,6c579b1e.xml,HD012047,HD012047,8633,228139,Hispania Citerior,Alcubilla de Avellaneda,41.72593 -3.30471,0,0,0,0,Latin,D(is) M(anibus) | L(ucio) Valerio | Gal(eria) | Marciano | an(norum) XXIX | M(arcus) Valerius | Paternus | vatricus sic | et Valeria | Titulla filio | pientissumo sic,dis manibvs lvcio valerio galeria marciano annorvm xxix marcvs valerivs paternvs vatricvs et valeria titvlla filio pientissvmo
3992,1106034,e5775876.xml,HD012060,HD012060,19284,237727,Hispania Citerior,Remolina,42.91428 -5.05916,0,0,0,0,Latin,D(is) M(anibus) | Vadone Bi|racidegino | Anemidi f(ilio) Va(diniensi) | an(norum) XXX Lugua Ca|ddecun am|ico suo pos(u)it | h(ic) s(itus) e(st),dis manibvs vadone biracidegino anemidi filio vadiniensi annorvm xxx lvgva caddecvn amico svo posvit hic sitvs est
3915,1105274,c0563eca.xml,HD012081,HD012081,6590,226556,Hispania Citerior,Poza de la Sal,42.66542 -3.5014,0,0,0,0,Latin,D(is) Ma(nibus) | Coeli(a)e Matern(a)e | Quoeli sic f(iliae) an(norum) XXX | liberti | Coelius Sexta|nus et Coelia | Hospita et Coeli[---],dis manibvs coeliae maternae qvoeli filiae annorvm xxx liberti coelivs sextanvs et coelia hospita et coeli
3786,1104009,81fb62de.xml,HD012110,HD012110,117,226123,Hispania Citerior,Galápagos,40.69347 -3.33537,0,0,0,0,Latin,D(is) M(anibus) | Pusinca | n(orum) XX h(ic) s(ita) e(st) | Caellacus | contuber(nali) | f(aciendum) c(uravit),dis manibvs pvsinca norvm xx hic sita est caellacvs contvbernali faciendvm cvravit
3925,1105426,c8624690.xml,HD012113,HD012113,118,226124,Hispania Citerior,Galápagos,40.69347 -3.33537,0,0,0,0,Latin,D(is) M(anibus) s(acrum) | Cornelio | Marcello | Popillia | Vegeta | f(aciendum) c(uravit),dis manibvs sacrvm cornelio marcello popillia vegeta faciendvm cvravit
3871,1104884,ad47d78a.xml,HD012116,HD012116,108,226114,Hispania Citerior,Guadalajara,40.62862 -3.16185,0,0,0,0,Latin,Dis Man(ibus) | M(arco) Messio Abascanto | Segontino | Iulia Scintil(l)a marito | pientissimo et sibi,dis manibvs marco messio abascanto segontino ivlia scintilla marito pientissimo et sibi
3642,1102747,40a5bdf9.xml,HD012122,HD012122,21568,241090,Hispania Citerior,Guadalajara,40.62862 -3.16185,0,0,0,0,Latin,D(is) M(anibus) s(acrum) | Pompeia | Rodope n(orum) XL | h(ic) s(ita) e(st) viva | sibi memoria(m) | fecit,dis manibvs sacrvm pompeia rodope norvm xl hic sita est viva sibi memoriam fecit
3769,1103897,7bbd7e79.xml,HD012126,HD012126,14649,233894,Hispania Citerior,Rasillo de Cameros,42.19355 -2.69963,0,0,0,0,Latin,D(is) M(anibus) | M(arco) Sempronio | Sempro[---] n(orum) XXXX [---] | [---],dis manibvs marco sempronio sempro norvm xxxx
3830,1104512,9a1936b3.xml,HD012141,HD012141,6598,226563,Hispania Citerior,Pradillo de Cameros,42.1766 -2.64185,0,0,0,0,Latin,D(is) M(anibus) s(acrum) | Lic(inio(?)) Vern(a)e | an(norum) XXXIII | Lic(iniae) Placidin(a)e | an(norum) XXVII((?)) Lic(inio) | Ianuario an(norum) XII | Lic(inius) Hospitalis | f(aciendum) c(uravit),dis manibvs sacrvm licinio vernae annorvm xxxiii liciniae placidinae annorvm xxvii licinio ianvario annorvm xii licinivs hospitalis faciendvm cvravit
3957,1105710,d642f417.xml,HD012242,HD012242,353,226225,Hispania Citerior,Toledo,39.8581 -4.02263,0,0,0,0,Latin,D(is) M(anibus) s(acrum) | Arcelaus | an(norum) XXXII h(ic) s(itus) e(st)(?) | Maxumilla sic | patri pientis(simo) | fecit s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm arcelavs annorvm xxxii hic sitvs est maxvmilla patri pientissimo fecit sit tibi terra levis
3685,1103034,4e96304c.xml,HD012245,HD012245,357,226229,Hispania Citerior,Toledo,39.8581 -4.02263,0,0,0,0,Latin,D(is) M(anibus) s(acrum) | Hercliana | Domiti Bri[---] | ser(va) ann(orum) XXVII | [---],dis manibvs sacrvm hercliana domiti bri serva annorvm xxvii
3571,1102085,1e021fcd.xml,HD012248,HD012248,363,226235,Hispania Citerior,Toledo,39.8581 -4.02263,0,0,0,0,Latin,D(is) M(anibus) s(acrum) | Zoticus Ma|rtiae uxor(i) pien|tissimae an(norum) [---] | fac(iendum) curavit | h(ic) s(ita) est s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm zoticvs martiae vxori pientissimae annorvm faciendvm cvravit hic sita est sit tibi terra levis
3991,1106012,e47d81ed.xml,HD012254,HD012254,,373982,Hispania Citerior,Villaseca de la Sagra,39.96185 -3.88291,0,0,0,0,Latin,D(is) M(anibus) s(acrum) | Tertius | G(ai) Ploti Apro|niani ser(vus) | n(um) LXXXV | h(ic) s(itus) e(st) | Quetus patr(i) | p(osuit),dis manibvs sacrvm tertivs gai ploti aproniani servvs nvm lxxxv hic sitvs est qvetvs patri posvit
3644,1102760,41528994.xml,HD012257,HD012257,14861,234073,Hispania Citerior,Pozuelo de Calatrava,38.58333 -3.83333,0,0,0,0,Latin,(1) D(is) M(anibus) s(acrum) (2) Fuscinianus | an(norum) XXV h(ic) s(itus) est s(it) t(ibi) | t(erra) l(evis) [---],dis manibvs sacrvm fvscinianvs annorvm xxv hic sitvs est sit tibi terra levis
7974,1149920,e7c30795.xml,HD012258,HD012258,,213431,Narbonensis,Béziers,43.341629 3.217816,0,0,0,0,Latin,D(is) M(anibus)  | Naeviae Apr|hodisi(ae) sic vix(it) an|nis[---]a a|micae optimae,dis manibvs naeviae aprhodisiae vixit annisa amicae optimae
3755,1103778,75625f37.xml,HD012260,HD012260,7010,226861,Hispania Citerior,Corral de Calatrava,38.85793 -4.0814,0,0,0,0,Latin,D(is) M(anibus) s(acrum) | Carcalia | n(orum) XVI | p(ia) i(n) s(uis) h(ic) s(ita) b(ene)(?) s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm carcalia norvm xvi pia in svis hic sita bene sit tibi terra levis
7501,1147732,9f4881e6.xml,EDCS-09300374,HD012261,,213432,Narbonensis,Marguerittes,43.859399 4.445200,0,0,0,0,Latin,D(is) M(anibus)  | L(uci) Iuli Isidori  | Severa  | uxsor,dis manibvs lvci ivli isidori severa vxsor
753,1031687,39cd0909.xml,HD012263,HD012263,2840,222714,Baetica,Almodóvar del Campo,38.645912 -4.518101,101,1,200,1,Latin,D(is) M(anibus) s(acrum) | Cal(purnia) A(h)prodisia | n(orum) LV p(ia) i(n) s(uis) (h)i(c) s(ita) | e(st) s(it) t(ibi) t(erra) l(evis) | Hilarus n(orum) | [ - - - - - - - - - - ] | [---](?),dis manibvs sacrvm calpvrnia ahprodisia norvm lv pia in svis hic sita est sit tibi terra levis hilarvs norvm
6741,1144332,2b81ca68.xml,HD012264,HD012264,,213433,Narbonensis,Marguerittes,43.859399 4.445200,0,0,0,0,Latin,D(is) M(anibus)  | T(iti) Valeri Senilis  | Titia Severa soror et  | Licinia Severa  | et T(itus) Valerius Macedo fili(u)s,dis manibvs titi valeri senilis titia severa soror et licinia severa et titvs valerivs macedo filivs
4945,1124082,8e2e4378.xml,HD012270,HD012270,,212772,Lugdunensis,Lyon,45.764043 4.835659,0,0,0,0,Latin,D(is) M(anibus) | et memoriae aeternae | Salviorum Aste|ris et Victori|nae coniugis | eiius sic et Victorinae | fili(ae) eorum Dovi|ocus lib(ertus) pon(endum) cura(vit) | et sub a(s)cia dedic(avit),dis manibvs et memoriae aeternae salviorvm asteris et victorinae conivgis eiivs et victorinae filiae eorvm doviocvs libertvs ponendvm cvravit et svb ascia dedicavit
4955,1124213,bdd34053.xml,HD012273,HD012273,,212773,Lugdunensis,Lyon,45.764043 4.835659,0,0,0,0,Latin,D(is) M(anibus) | et memoriae | aeternae | Valer(iae) Severae con|iugi incomparabi|li quae vixit cum | coniuge suo n(os) | XXXXVI sine ulla | animi laesione | Cassius Primitiv(u)s | maritus et sibi | viv(u)s posterisque | suis fecit et sub as|cia dedicavit,dis manibvs et memoriae aeternae valeriae severae conivgi incomparabili qvae vixit cvm conivge svo nos xxxxvi sine vlla animi laesione cassivs primitivvs maritvs et sibi vivvs posterisqve svis fecit et svb ascia dedicavit
3902,1105164,bb575141.xml,HD012278,HD012278,7020,226867,Hispania Citerior,Pozuelo de Calatrava,38.58333 -3.83333,0,0,0,0,Latin,D(is) M(anibus) s(acrum) | [---] Afra | an(norum) [---] h(ic) s(ita) est | [---]Phoenix | [---] s(it) t(ibi) t(erra) l(evis),dis manibvs sacrvm afra annorvm hic sita est phoenix sit tibi terra levis
3774,1103928,7da85d58.xml,HD012284,HD012284,15066,234232,Hispania Citerior,Villarrubia de los Ojos,39.22085 -3.60802,101,1,200,1,Latin,(1) D(is) M(anibus) s(acrum) (2) [---],dis manibvs sacrvm
3700,1103277,5ae6a584.xml,HD012287,HD012287,7023,226869,Hispania Citerior,Valdepeñas,38.76211 -3.38483,0,0,0,0,Latin,D(is) M(anibus) s(acrum) | Vibiae Cal|listae ma|tri Vibia | Threpte | f(aciendum) c(uravit) h(ic) s(ita) e(st) s(it) t(ibi) | t(erra) l(evis),dis manibvs sacrvm vibiae callistae matri vibia threpte faciendvm cvravit hic sita est sit tibi terra levis
3958,1105719,d6914228.xml,HD012311,HD012311,13246,232599,Hispania Citerior,Begís,39.9 -0.7,101,1,200,1,Latin,D(is) M(anibus) | Corneliae M(arci) f(iliae) | Marcellae | n(um) LXV | L(ucius) Ant(onius) Placidus | matri optim(ae),dis manibvs corneliae marci filiae marcellae nvm lxv lvcivs antonivs placidvs matri optimae
3907,1105210,bd685efa.xml,HD012317,HD012317,13087,232443,Hispania Citerior,Paterna,39.5 -0.43333,101,1,200,1,Latin,D(is) M(anibus) | Terentiae | patr(onae) pien|tissim(ae) Eu|phemus lib(ertus),dis manibvs terentiae patronae pientissimae evphemvs libertvs
3967,1105830,dc1dffc0.xml,HD012323,HD012323,13068,232425,Hispania Citerior,Sueca,39.2026 -0.31114,101,1,200,1,Latin,D(is) M(anibus) | Salvino | patri an(norum) XL | et matri ka(rissimae) | an(norum) XL Herclia|nis sic filius b(ene) m(erentibus),dis manibvs salvino patri annorvm xl et matri karissimae annorvm xl herclianis filivs bene merentibvs
3779,1103954,7f673f5c.xml,HD012344,HD012344,13085,232441,Hispania Citerior,Ribarroja,39.54595 -0.57069,101,1,200,1,Latin,Dis Manibus sacr(um) | Licin(iae) Heracliae | uxori carissimae | mulieri super om|nes simplicissimae | Q(uintus) Aelius Saturninus,dis manibvs sacrvm liciniae heracliae vxori carissimae mvlieri svper omnes simplicissimae qvintvs aelivs satvrninvs
3942,1105604,d16c5c2f.xml,HD012371,HD012371,9224,228716,Hispania Citerior,Barcelona,41.387911 2.169911,0,0,0,0,Latin,D(is) M(anibus) | Umidi Abro|comae Umi|dius Agath|onicus pa|tri b(ene) m(erenti),dis manibvs vmidi abrocomae vmidivs agathonicvs patri bene merenti
3874,1104906,ae4a602b.xml,HD012374,HD012374,15211,234331,Hispania Citerior,Valls,41.28612 1.24993,0,0,0,0,Latin,D(is) M(anibus) s(acrum) | Flavius[---]|cion vix(it) an|nis XX[---] | [---],dis manibvs sacrvm flavivscion vixit annis xx
4021,1106310,f3283f54.xml,HD012386,HD012386,7034,226875,Hispania Citerior,Cambrils,41.06997 1.05949,0,0,0,0,Latin,D(is) M(anibus) | [.] Furio P(ubli) f(ilio) Quir(ina) | Montano | Numisia Vic|torina uxor | optimo | marito,dis manibvs fvrio pvbli filio qvirina montano nvmisia victorina vxor optimo marito
